3597	SubCategoria	H481	VII	Doenças do olho e anexos	Distúrbios do nervo óptico e vias visuais	Neurite retrobulbar em doenças classificadas em outra parte
3598	SubCategoria	H488	VII	Doenças do olho e anexos	Distúrbios do nervo óptico e vias visuais	Outros transtornos do nervo óptico e vias visuais em doenças classificadas em outra parte
3599	Grupo	H49-H52	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração
3600	Categoria	H49	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Estrabismo Paralítico
3601	SubCategoria	H490	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Terceira paralisia do nervo [oculomotor]
3602	SubCategoria	H491	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Quarta paralisia do nervo [troclear]
3603	SubCategoria	H492	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Sexta paralisia do nervo [abducente]
3604	SubCategoria	H493	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Oftalmoplegia total (externa)
3605	SubCategoria	H494	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Oftalmoplegia externa progressiva
3606	SubCategoria	H498	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Outro estrabismo paralítico
3607	SubCategoria	H499	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Estrabismo paralítico, não especificado
3608	Categoria	H50	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Outro estrabismo
3609	SubCategoria	H500	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Estrabismo concomitante convergente
3610	SubCategoria	H501	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Estrabismo concomitante divergente
3611	SubCategoria	H502	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Estrabismo Vertical
3612	SubCategoria	H503	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Heterotropia intermitente
3613	SubCategoria	H504	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Outras heterotropias não especificadas
3614	SubCategoria	H505	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Heteroforia
3615	SubCategoria	H506	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Estrabismo Mecânico
3616	SubCategoria	H508	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Outro estrabismo especificado
3617	SubCategoria	H509	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Estrabismo não especificado
3618	Categoria	H51	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Outros transtornos do movimento binocular
3619	SubCategoria	H510	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Paralisia do olhar conjugado
3620	SubCategoria	H511	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Insuficiência e excesso de convergência
3621	SubCategoria	H512	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Oftalmoplegia internuclear
3622	SubCategoria	H518	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Outros transtornos especificados do movimento binocular
3623	SubCategoria	H519	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Desordem do movimento binocular, não especificado
3624	Categoria	H52	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Distúrbios da refração e acomodação
3625	SubCategoria	H520	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Hipermetropia
3626	SubCategoria	H521	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Miopia
3627	SubCategoria	H522	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Astigmatismo
3628	SubCategoria	H523	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Anisometropia e aniseiconia
3629	SubCategoria	H524	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Presbiopia
3630	SubCategoria	H525	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Distúrbios do alojamento
3631	SubCategoria	H526	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Outros distúrbios da refração
3632	SubCategoria	H527	VII	Doenças do olho e anexos	Distúrbios dos músculos oculares, movimento binocular, acomodação e refração	Desordem da refração, não especificada
3633	Grupo	H53-H54	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Distúrbios visuais e cegueira
3634	Categoria	H53	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Visual disturbances
3635	SubCategoria	H530	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Amblyopia ex anopsia
3636	SubCategoria	H531	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Distúrbios visuais subjetivos
3637	SubCategoria	H532	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Diplopia
3638	SubCategoria	H533	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Outros transtornos da visão binocular
3639	SubCategoria	H534	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Defeitos do campo visual
3640	SubCategoria	H535	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Deficiências de visão de cores
3641	SubCategoria	H536	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Cegueira noturna
3642	SubCategoria	H538	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Outras perturbações visuais
3643	SubCategoria	H539	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Distúrbio visual, não especificado
3644	Categoria	H54	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Deficiência visual, incluindo cegueira (binocular ou monocular)
3645	SubCategoria	H540	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Cegueira, binocular
3646	SubCategoria	H541	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Deficiência visual grave, binocular
3647	SubCategoria	H542	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Insuficiência visual moderada, binocular
3648	SubCategoria	H543	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Insuficiência visual leve ou nula, binocular
3649	SubCategoria	H544	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Cegueira, monocular
3650	SubCategoria	H545	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Deficiência visual grave, monocular
3651	SubCategoria	H546	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Insuficiência visual moderada, monocular
3652	SubCategoria	H549	VII	Doenças do olho e anexos	Distúrbios visuais e cegueira	Deficiência visual não especificada (binocular)
3653	Grupo	H55-H59	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Outros distúrbios do olho e anexos
3654	Categoria	H55	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Nistagmo e outros movimentos oculares irregulares
3655	Categoria	H57	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Outros distúrbios do olho e anexos
3656	SubCategoria	H570	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Anomalias da função pupilar
3657	SubCategoria	H571	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Dor ocular
3658	SubCategoria	H578	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Outros transtornos especificados do olho e anexos
3659	SubCategoria	H579	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Desordem do olho e anexos, não especificado
3660	Categoria	H58	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Outros transtornos do olho e anexos em doenças classificadas em outra parte
3661	SubCategoria	H580	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Anomalias da função pupilar em doenças classificadas em outra parte
3662	SubCategoria	H581	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Distúrbios visuais em doenças classificadas em outra parte
3663	SubCategoria	H588	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Outros transtornos especificados do olho e anexos em doenças classificadas em outra parte
3664	Categoria	H59	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Transtornos pós-procedimento do olho e anexos, não classificados em outra parte
3665	SubCategoria	H590	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Ceratopatia (afácica bolhosa) após cirurgia de catarata
3666	SubCategoria	H598	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Outros transtornos pós-procedimento do olho e anexos
3667	SubCategoria	H599	VII	Doenças do olho e anexos	Outros distúrbios do olho e anexos	Transtorno pós-procedimento de olho e anexos, não especificado
3668	Capítulo	H00-H59 Capítulo VIII	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido e processo mastóide	Doenças do ouvido e processo mastóide
3669	Grupo	H60-H62	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Doenças do ouvido externo
3670	Categoria	H60	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Otitis externa
3671	SubCategoria	H600	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Abscesso do ouvido externo
3672	SubCategoria	H601	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Celulite de ouvido externo
3673	SubCategoria	H602	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Malignant otitis externa
3674	SubCategoria	H603	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Other infective otitis externa
3675	SubCategoria	H604	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Colesteatoma do ouvido externo
3676	SubCategoria	H605	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Acute otitis externa, noninfective
3677	SubCategoria	H608	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Other otitis externa
3678	SubCategoria	H609	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Otitis externa, unspecified
3679	Categoria	H61	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Outros transtornos do ouvido externo
3680	SubCategoria	H610	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Pericondrite do ouvido externo
3681	SubCategoria	H611	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Doenças não-infecciosas do pavilhão auricular
3682	SubCategoria	H612	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Cerumen Impactado
3683	SubCategoria	H613	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Estenose adquirida do canal auditivo externo
3684	SubCategoria	H618	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Outros transtornos especificados do ouvido externo
3685	SubCategoria	H619	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Transtorno do ouvido externo, não especificado
3686	Categoria	H62	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Transtornos do ouvido externo em doenças classificadas em outra parte
3687	SubCategoria	H620	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Otite externa em doenças bacterianas classificadas em outra parte
3688	SubCategoria	H621	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Otite externa em doenças virais classificadas em outra parte
3689	SubCategoria	H622	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Otitis externa in mycoses
3690	SubCategoria	H623	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Otite externa em outras doenças infecciosas e parasitárias classificadas em outra parte
3691	SubCategoria	H624	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Otite externa em outras doenças classificadas em outra parte
3692	SubCategoria	H628	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido externo	Outros transtornos do ouvido externo em doenças classificadas em outra parte
3693	Grupo	H65-H75	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Doenças do ouvido médio e mastóide
3694	Categoria	H65	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média não supurativa
3695	SubCategoria	H650	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média serosa aguda
3696	SubCategoria	H651	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Outras otites médias não supurativas agudas
3697	SubCategoria	H652	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média serosa crônica
3698	SubCategoria	H653	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média mucóide crônica
3699	SubCategoria	H654	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Outra otite média crônica não supurativa
3700	SubCategoria	H659	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média não supurativa, não especificada
3701	Categoria	H66	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média supurativa e não especificada
3702	SubCategoria	H660	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média supurativa aguda
3703	SubCategoria	H661	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média supurativa tubotimpânica crônica
3704	SubCategoria	H662	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média supurativa atticoantral crônica
3705	SubCategoria	H663	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Outra otite média crônica supurativa
3706	SubCategoria	H664	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média supurativa, não especificada
3707	SubCategoria	H669	VIII	Doenças do ouvido e processo mastóide	Doenças do ouvido médio e mastóide	Otite média, não especificada
